id,name,region,category,google_rating,review_count,interest_tags,station_anchor,distance_to_station_km,interest_match,rating_norm,review_norm,station_distance_efficiency,xai_score,image_url,lat,lng,source_id
2825,滋賀県立美術館,滋賀縣,美術館,4.0,100,美術館,Otsu Station,8.0,0.70,0.8000,1.0000,0.3848,0.7985,http://commons.wikimedia.org/wiki/Special:FilePath/Shiga%20Museum%20of%20Art%20exterior.jpg,34.9704440,135.9421390,Q11564683
2942,石川県立自然史資料館,石川縣,都道府县立博物馆,4.0,100,都道府县立博物馆,Kanazawa Station,8.0,0.70,0.8000,1.0000,0.3847,0.7985,http://commons.wikimedia.org/wiki/Special:FilePath/Ishikawaken%20Shizenshi%20siryokan.JPG,36.5231110,136.7056940,Q11586008
1957,阿波史跡公園,德島縣,考古学公園,4.0,100,考古学公園,Tokushima Station,8.0,0.70,0.8000,1.0000,0.3836,0.7984,http://commons.wikimedia.org/wiki/Special:FilePath/Awa-siseki-koen.jpeg,34.0578056,134.4660556,Q11657512
2124,名古屋大學博物館,愛知縣,大學博物館,4.0,100,大學博物館,Nagoya Station,8.0,0.70,0.8000,1.0000,0.3840,0.7984,http://commons.wikimedia.org/wiki/Special:FilePath/Nagoya%20University%20Museum01.jpg,35.1531020,136.9669870,Q11414911
2408,北區飛鳥山博物館,東京都,博物館,4.0,100,博物館,Tokyo Station,8.0,0.70,0.8000,1.0000,0.3842,0.7984,http://commons.wikimedia.org/wiki/Special:FilePath/Kita%20Ward%20Asukayama%20Museum.jpg,35.7495833,139.7390278,Q11401205
2711,大谷資料館,栃木縣,歷史博物館,4.0,100,歷史博物館,Utsunomiya Station,8.0,0.70,0.8000,1.0000,0.3845,0.7984,http://commons.wikimedia.org/wiki/Special:FilePath/Oya%20History%20Museum%20entrance%202016-05-12.jpg,36.6000028,139.8247500,Q17989677
3308,福島市民家園,福島縣,民家園,4.0,100,民家園,Fukushima Station,8.0,0.70,0.8000,1.0000,0.3837,0.7984,http://commons.wikimedia.org/wiki/Special:FilePath/Fukushima%20City%20Minka-en%20entrance.jpg,37.7311944,140.3729722,Q11593090
3547,驥山館,長野縣,美術館,4.0,100,美術館,Nagano Station,8.0,0.70,0.8000,1.0000,0.3838,0.7984,,36.5795560,138.1459170,Q11668569
3828,石の民俗資料館,香川縣,民俗博物館,4.0,100,民俗博物館,Takamatsu Station,8.0,0.70,0.8000,1.0000,0.3835,0.7984,http://commons.wikimedia.org/wiki/Special:FilePath/I%E7%9F%B3%E3%81%AE%E6%B0%91%E6%97%8F%E8%B3%87%E6%96%99%E9%A4%A81007.jpg,34.3527440,134.1341080,Q11584737
121,立体模型·京都·日本,京都府,立體透視模型,4.0,100,立體透視模型,Kyoto Station,8.0,0.70,0.8000,1.0000,0.3834,0.7983,http://commons.wikimedia.org/wiki/Special:FilePath/Diorama%20Kyoto%2001.jpg,35.0186390,135.6801390,Q11309480
1042,松下博物馆：松下幸之助历史館,大阪府,歷史博物館,4.0,100,歷史博物館,Osaka Station,8.1,0.70,0.8000,1.0000,0.3828,0.7983,http://commons.wikimedia.org/wiki/Special:FilePath/PanasonicKonosukeMatsushitaMuseum.png,34.7381111,135.5727222,Q11329151
2472,紙的博物館,東京都,紙博物館,4.0,100,紙博物館,Tokyo Station,8.1,0.70,0.8000,1.0000,0.3830,0.7983,http://commons.wikimedia.org/wiki/Special:FilePath/Paper%20Museum.jpg,35.7498611,139.7386944,Q11605492
2600,日本近代文學館,東京都,文學館,4.0,100,文學館,Tokyo Station,8.0,0.70,0.8000,1.0000,0.3832,0.7983,http://commons.wikimedia.org/wiki/Special:FilePath/Nihon-kindai-bungakukan.jpg,35.6628080,139.6809290,Q1954709
981,三得利博物館,大阪府,美術館,4.0,100,美術館,Osaka Station,8.1,0.70,0.8000,1.0000,0.3816,0.7982,http://commons.wikimedia.org/wiki/Special:FilePath/DSC%200301%20Suntory%20Museum.jpg,34.6538000,135.4300000,Q11249107
2036,清須市はるひ美術館,愛知縣,美術館,4.0,100,美術館,Nagoya Station,8.1,0.70,0.8000,1.0000,0.3822,0.7982,http://commons.wikimedia.org/wiki/Special:FilePath/260125%20Kiyosu%20City%20Haruhi%20Art%20Museum%20Kiyosu%20Aichipref%20Japan01s3.jpg,35.2355080,136.8407580,Q11561458
2455,荒川遊園,東京都,主題樂園,4.0,100,主題樂園,Tokyo Station,8.1,0.70,0.8000,1.0000,0.3820,0.7982,http://commons.wikimedia.org/wiki/Special:FilePath/Arakawa%20yuen%20wheel.jpg,35.7536110,139.7586110,Q17191904
97,福田美術館,京都府,美術館,4.0,100,美術館,Kyoto Station,8.1,0.70,0.8000,1.0000,0.3809,0.7981,http://commons.wikimedia.org/wiki/Special:FilePath/Fukuda%20art%20museum.jpg,35.0139170,135.6764440,Q102045484
1013,海遊館,大阪府,水族館,4.0,100,水族館,Osaka Station,8.1,0.70,0.8000,1.0000,0.3809,0.7981,http://commons.wikimedia.org/wiki/Special:FilePath/Osaka%20Kaiyukan01s3872.jpg,34.6544722,135.4288889,Q1191885
3876,高知縣立歴史民俗資料館,高知縣,都道府县立博物馆,4.0,100,都道府县立博物馆,Kochi Station,8.1,0.70,0.8000,1.0000,0.3809,0.7981,http://commons.wikimedia.org/wiki/Special:FilePath/Kochi%20Prefectural%20Museum%20of%20History%2002.JPG,33.5960830,133.6235000,Q11672466
800,和歌山縣立自然博物館,和歌山縣,水族館,4.0,100,水族館,Wakayama Station,8.2,0.70,0.8000,1.0000,0.3800,0.7980,http://commons.wikimedia.org/wiki/Special:FilePath/Wakayama%20Prefectural%20Museum%20of%20Natural%20History.jpg,34.1586390,135.1920830,Q11417475
908,遷喬館,埼玉縣,博物館,4.0,100,博物館,Omiya Station,8.2,0.70,0.8000,1.0000,0.3797,0.7980,http://commons.wikimedia.org/wiki/Special:FilePath/Senkyokan%2002.jpg,35.9488889,139.6981111,Q11642535
976,関西大学博物館,大阪府,大學博物館,4.0,100,大學博物館,Osaka Station,8.2,0.70,0.8000,1.0000,0.3786,0.7979,http://commons.wikimedia.org/wiki/Special:FilePath/KANSAI%20UNIVERSITY%20MUSEUM.jpg,34.7753060,135.5105830,Q11656297
1426,山梨県埋蔵文化財センター,山梨縣,埋藏文化財中心,4.0,100,埋藏文化財中心,Kofu Station,8.2,0.70,0.8000,1.0000,0.3786,0.7979,,35.5942230,138.5827450,Q125253746
1435,山梨県立考古博物館,山梨縣,都道府县立博物馆,4.0,100,都道府县立博物馆,Kofu Station,8.2,0.70,0.8000,1.0000,0.3786,0.7979,,35.5942340,138.5827690,Q117218555
1590,みつばちの家,岐阜縣,博物館,4.0,100,博物館,Gifu Station,8.2,0.70,0.8000,1.0000,0.3785,0.7979,,35.4825833,136.7636111,Q111530222
3872,高知縣立坂本龍馬紀念館,高知縣,人物紀念館,4.0,100,人物紀念館,Kochi Station,8.2,0.70,0.8000,1.0000,0.3786,0.7979,http://commons.wikimedia.org/wiki/Special:FilePath/View%20from%20Sea%20Side%20of%20Sakamoto%20Ryoma%20Memorial%20Museum.jpg,33.4964167,133.5718333,Q5965394
3885,桂浜水族館,高知縣,水族館,4.0,100,水族館,Kochi Station,8.2,0.70,0.8000,1.0000,0.3787,0.7979,http://commons.wikimedia.org/wiki/Special:FilePath/Katsurahama%20Aquarium%2001.jpg,33.4969440,133.5735560,Q11536832
212,神戶市立小磯記念美術館,兵庫縣,人物紀念館,4.0,100,人物紀念館,Kobe Station,8.3,0.70,0.8000,1.0000,0.3765,0.7977,http://commons.wikimedia.org/wiki/Special:FilePath/Kobe%20city%20koiso%20memorial%20museum%20of%20art02s3200.jpg,34.6928060,135.2671940,Q11589991
2429,日本民藝館,東京都,美術館,4.0,100,美術館,Tokyo Station,8.3,0.70,0.8000,1.0000,0.3771,0.7977,http://commons.wikimedia.org/wiki/Special:FilePath/Nihon%20mingeikan%20meguro%202009.JPG,35.6608333,139.6791667,Q3789149
77,古田織部美術館,京都府,美術館,4.0,100,美術館,Kyoto Station,8.3,0.70,0.8000,1.0000,0.3748,0.7975,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%8F%A4%E7%94%B0%E7%B9%94%E9%83%A8%E7%BE%8E%E8%A1%93%E9%A4%A8%E5%A4%96%E8%A6%B3.jpg,35.0576940,135.7327500,Q17230147
116,小倉百人一首殿堂時雨殿,京都府,文學館,4.0,100,文學館,Kyoto Station,8.3,0.70,0.8000,1.0000,0.3747,0.7975,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%B0%8F%E5%80%89%E7%99%BE%E4%BA%BA%E4%B8%80%E9%A6%96%E3%81%AE%E6%AE%BF%E5%A0%82%E3%83%BB%E6%99%82%E9%9B%A8%E6%AE%BF%20-%20panoramio.jpg,35.0136960,135.6737660,Q7496444
119,嵯峨嵐山文華館,京都府,文學館,4.0,100,文學館,Kyoto Station,8.3,0.70,0.8000,1.0000,0.3751,0.7975,http://commons.wikimedia.org/wiki/Special:FilePath/Saga%20Arashiyama%20Museum%20of%20Arts%20and%20Culture.jpg,35.0136111,135.6738889,Q60987195
228,世良美術館,兵庫縣,美術館,4.0,100,美術館,Kobe Station,8.3,0.70,0.8000,1.0000,0.3746,0.7975,http://commons.wikimedia.org/wiki/Special:FilePath/Sera-museum01s2048.jpg,34.7231944,135.2523611,Q11362538
341,白鶴酒造資料館,兵庫縣,日本清酒博物館,4.0,100,日本清酒博物館,Kobe Station,8.4,0.70,0.8000,1.0000,0.3736,0.7974,http://commons.wikimedia.org/wiki/Special:FilePath/Hakuturu-sake-museum.jpg,34.7106111,135.2616389,Q11580624
1467,内藤記念くすり博物館,岐阜縣,公司博物館,4.0,100,公司博物館,Gifu Station,8.4,0.70,0.8000,1.0000,0.3744,0.7974,http://commons.wikimedia.org/wiki/Special:FilePath/Naito%20Museum%20of%20Pharmaceutical%20Science%20and%20Industry01.jpg,35.3630000,136.8291944,Q5926945
856,埼玉市立浦和生活博物館民家園,埼玉縣,民家園,4.0,100,民家園,Omiya Station,8.4,0.70,0.8000,1.0000,0.3733,0.7973,http://commons.wikimedia.org/wiki/Special:FilePath/Saitama%20Saitama%20Livelihood%20Museum%20House%20Garden%201.JPG,35.8783610,139.7106110,Q11267493
2195,日本独楽博物館,愛知縣,博物館,4.0,100,博物館,Nagoya Station,8.4,0.70,0.8000,1.0000,0.3731,0.7973,http://commons.wikimedia.org/wiki/Special:FilePath/Nihon%20Koma%20Hakubutsukan.jpg,35.0958330,136.8708810,Q15229358
2568,林芙美子紀念館,東京都,人物紀念館,4.0,100,人物紀念館,Tokyo Station,8.4,0.70,0.8000,1.0000,0.3727,0.7973,http://commons.wikimedia.org/wiki/Special:FilePath/Hayashi%20fumiko%20memorial%20hall%20shinjuku.JPG,35.7158610,139.6842500,Q11533289
3634,長野市茶臼山恐竜公園,長野縣,恐竜公園,4.0,100,恐竜公園,Nagano Station,8.4,0.70,0.8000,1.0000,0.3729,0.7973,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%81%90%E7%AB%9C%E5%85%AC%E5%9C%92.jpg,36.5890280,138.1228060,Q11654199
859,岩槻人形博物館,埼玉縣,人形博物館,4.0,100,人形博物館,Omiya Station,8.4,0.70,0.8000,1.0000,0.3722,0.7972,http://commons.wikimedia.org/wiki/Special:FilePath/Saitama%20Iwatsuki%20Ningyo%20Museum%20201902.jpg,35.9508333,139.7000000,Q28684346
1444,曾根丘陵公園,山梨縣,風土記之丘,4.0,100,風土記之丘,Kofu Station,8.4,0.70,0.8000,1.0000,0.3725,0.7972,http://commons.wikimedia.org/wiki/Special:FilePath/%E7%94%B2%E6%96%90%E9%A2%A8%E5%9C%9F%E8%A8%98%E3%81%AE%E4%B8%98%E3%81%AE%E9%81%8A%E5%85%B7%20-%20panoramio.jpg,35.5922222,138.5825000,Q11515320
1650,招き猫美術館,岡山縣,美術館,4.0,100,美術館,Okayama Station,8.4,0.70,0.8000,1.0000,0.3725,0.7972,,34.7392010,133.9448930,Q133294748
3242,宇美八幡宮宝物殿,福岡縣,宝物館,4.0,100,宝物館,Hakata Station,8.5,0.70,0.8000,1.0000,0.3717,0.7972,http://commons.wikimedia.org/wiki/Special:FilePath/Warehouse%20and%20Treasure%20Hall%20of%20Umi%20Hachiman%20Shrine.JPG,33.5703500,130.5087600,Q133269306
2909,横井小楠紀念館,熊本縣,人物紀念館,4.0,100,人物紀念館,Kumamoto Station,8.5,0.70,0.8000,1.0000,0.3713,0.7971,http://commons.wikimedia.org/wiki/Special:FilePath/Yokoi%20Shonan%20Memorial%20Hall%206.jpg,32.7727778,130.7780278,Q28688020
3243,宇美町立歴史民俗資料館,福岡縣,歷史博物館,4.0,100,歷史博物館,Hakata Station,8.5,0.70,0.8000,1.0000,0.3707,0.7971,http://commons.wikimedia.org/wiki/Special:FilePath/Umi%20Town%20History%20and%20Folklore%20Museum%20ac.jpg,33.5696650,130.5089620,Q130357844
3978,湯之平展望所,鹿兒島縣,风景点,4.0,100,风景点,Kagoshima-Chuo Station,8.5,0.70,0.8000,1.0000,0.3713,0.7971,http://commons.wikimedia.org/wiki/Special:FilePath/Yunohira%20Observatory%20with%20Kagoshima%20City%20Central.jpg,31.5915000,130.6299000,Q110582222
222,神戶藝術博物館,兵庫縣,美術館,4.0,100,美術館,Kobe Station,8.5,0.70,0.8000,1.0000,0.3699,0.7970,http://commons.wikimedia.org/wiki/Special:FilePath/Kobe%20Yukari%20Art%20Museum02s3264.jpg,34.6883330,135.2706390,Q11589726
224,神戶時尚美術館,兵庫縣,美術館,4.0,100,美術館,Kobe Station,8.5,0.70,0.8000,1.0000,0.3699,0.7970,http://commons.wikimedia.org/wiki/Special:FilePath/Kobe%20fashion%20museum03bs3200.jpg,34.6883330,135.2706390,Q11589762
529,札幌羊丘瞭望台,北海道,觀光景點,4.0,100,觀光景點,Sapporo Station,8.5,0.70,0.8000,1.0000,0.3699,0.7970,http://commons.wikimedia.org/wiki/Special:FilePath/Hitsujigaoka-sheep.jpg,42.9991667,141.3947222,Q3348373
2440,紙幣與郵票博物館,東京都,印刷博物館,4.0,100,印刷博物館,Tokyo Station,8.5,0.70,0.8000,1.0000,0.3701,0.7970,http://commons.wikimedia.org/wiki/Special:FilePath/Museum-gaikan.jpg,35.7543330,139.7393060,Q11263157
1035,日本民家集落博物館,大阪府,民家園,4.0,100,民家園,Osaka Station,8.6,0.70,0.8000,1.0000,0.3689,0.7969,http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Japanese%20Farm%20House%20Museum%20Miyazaki.JPG,34.7791670,135.4881940,Q11508426
3156,福井県立一乗谷朝倉氏遺跡博物館,福井縣,都道府县立博物馆,4.0,100,都道府县立博物馆,Fukui Station,8.5,0.70,0.8000,1.0000,0.3693,0.7969,http://commons.wikimedia.org/wiki/Special:FilePath/Ichijodani%20Asakura%20Family%20Site%20Museum%20%28new%29.jpg,36.0151389,136.2989444,Q15557985
2071,名古屋港シートレインランド,愛知縣,主題樂園,4.0,100,主題樂園,Nagoya Station,8.6,0.70,0.8000,1.0000,0.3676,0.7968,http://commons.wikimedia.org/wiki/Special:FilePath/Nagoya%20port%20Sea-Train%20Land%2001.JPG,35.0935780,136.8782060,Q11415200
3900,高知県立埋蔵文化財センター,高知縣,埋藏文化財中心,4.0,100,埋藏文化財中心,Kochi Station,8.6,0.70,0.8000,1.0000,0.3684,0.7968,http://commons.wikimedia.org/wiki/Special:FilePath/Kochi%20Prefecture%20Archaeological%20Center.jpg,33.5716944,133.6356944,Q117035824
1565,岐阜県文化財保護センター,岐阜縣,博物館,4.0,100,博物館,Gifu Station,8.6,0.70,0.8000,1.0000,0.3665,0.7967,,35.4780833,136.8000000,Q109357902
3222,西鐵香椎花園,福岡縣,主題樂園,4.0,100,主題樂園,Hakata Station,8.6,0.70,0.8000,1.0000,0.3669,0.7967,http://commons.wikimedia.org/wiki/Special:FilePath/Kashii-kaen.jpg,33.6668890,130.4348890,Q11629923
233,豐雲記念館,兵庫縣,人物紀念館,4.0,100,人物紀念館,Kobe Station,8.7,0.70,0.8000,1.0000,0.3663,0.7966,http://commons.wikimedia.org/wiki/Special:FilePath/Houn%20Memorial%20Museum12s3200.jpg,34.7271110,135.2529440,Q11634295
1184,仙台海之杜水族館,宮城縣,水族館,4.0,100,水族館,Sendai Station,8.7,0.70,0.8000,1.0000,0.3659,0.7966,http://commons.wikimedia.org/wiki/Special:FilePath/Sendai%20Umino-Mori%20Aquarium.JPG,38.2710833,140.9806667,Q17222417
2001,愛媛人物博物館,愛媛縣,博物館,4.0,100,博物館,Matsuyama Station,8.7,0.70,0.8000,1.0000,0.3662,0.7966,,33.7748190,132.8021480,Q123531539
254,香雪美术馆,兵庫縣,美術館,4.0,100,美術館,Kobe Station,8.7,0.70,0.8000,1.0000,0.3652,0.7965,http://commons.wikimedia.org/wiki/Special:FilePath/Kosetsu%20Museum%EF%BC%9A%E9%A6%99%E9%9B%AA%E7%BE%8E%E8%A1%93%E9%A4%A8%20-%20panoramio.jpg,34.7241670,135.2561110,Q11667775
1122,帝塚山大学附属博物館,奈良縣,大學博物館,4.0,100,大學博物館,Nara Station,8.7,0.70,0.8000,1.0000,0.3650,0.7965,,34.6861000,135.7239080,Q11481054
2782,沖縄県立埋蔵文化財センター,沖繩縣,埋藏文化財中心,4.0,100,埋藏文化財中心,Naha Bus Terminal,8.7,0.70,0.8000,1.0000,0.3646,0.7965,http://commons.wikimedia.org/wiki/Special:FilePath/Okinawa%20Prefecture%20Archaeological%20Center.JPG,26.2433300,127.7595180,Q123263237
820,ポルトヨーロッパ,和歌山縣,主題公園,4.0,100,主題公園,Wakayama Station,8.8,0.70,0.8000,1.0000,0.3636,0.7964,http://commons.wikimedia.org/wiki/Special:FilePath/%E3%83%9D%E3%83%AB%E3%83%88%E3%83%A8%E3%83%BC%E3%83%AD%E3%83%83%E3%83%91.jpg,34.1541670,135.1769170,Q11339346
851,丸沼芸術の森,埼玉縣,美術館,4.0,100,美術館,Omiya Station,8.7,0.70,0.8000,1.0000,0.3639,0.7964,,35.8292812,139.6053024,Q114873993
890,富士見市立水子貝塚資料館,埼玉縣,考古博物館,4.0,100,考古博物館,Omiya Station,8.7,0.70,0.8000,1.0000,0.3639,0.7964,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%AF%8C%E5%A3%AB%E8%A6%8B%E5%B8%82%E7%AB%8B%E6%B0%B4%E5%AD%90%E8%B2%9D%E5%A1%9A%E8%B3%87%E6%96%99%E9%A4%A8%20-%20Mapillary%20%283589427237942297%29.jpg,35.8458000,139.5622930,Q104696830
2643,豐島區立常盤庄漫畫博物館,東京都,動漫博物館,4.0,100,動漫博物館,Tokyo Station,8.7,0.70,0.8000,1.0000,0.3637,0.7964,http://commons.wikimedia.org/wiki/Special:FilePath/Tokiwaso-Manga-Museum.jpg,35.7243056,139.6860556,Q96707302
2860,草津市立草津宿街道交流館,滋賀縣,交通博物館,4.0,100,交通博物館,Otsu Station,8.7,0.70,0.8000,1.0000,0.3643,0.7964,http://commons.wikimedia.org/wiki/Special:FilePath/Kaidoukoryukan-museum.jpg,35.0156944,135.9590833,Q88281532
3110,電気の史料館,神奈川縣,歷史博物館,4.0,100,歷史博物館,Yokohama Station,8.8,0.70,0.8000,1.0000,0.3626,0.7963,http://commons.wikimedia.org/wiki/Special:FilePath/%E9%9B%BB%E6%B0%97%E3%81%AE%E5%8F%B2%E6%96%99%E9%A4%A8.jpg,35.5338870,139.6728560,Q11660383
3530,池田滿壽夫美術館,長野縣,人物紀念館,4.0,100,人物紀念館,Nagano Station,8.8,0.70,0.8000,1.0000,0.3633,0.7963,http://commons.wikimedia.org/wiki/Special:FilePath/Ikeda%20Masuo%20Art%20Museum.jpg,36.5644440,138.1966670,Q11552021
342,菊正宗酒造記念館,兵庫縣,日本清酒博物館,4.0,100,日本清酒博物館,Kobe Station,8.8,0.70,0.8000,1.0000,0.3617,0.7962,http://commons.wikimedia.org/wiki/Special:FilePath/Kikumasamune%20Kobe%20Japan01-r.jpg,34.7086110,135.2678890,Q11619678
2105,平和公園アクアタワー,愛知縣,水塔,4.0,100,水塔,Nagoya Station,8.8,0.70,0.8000,1.0000,0.3623,0.7962,http://commons.wikimedia.org/wiki/Special:FilePath/Heiwa%20Park%20Aqua%20Tower%20s2.jpg,35.1781830,136.9779330,Q11482213
2151,アイ・ファイン,愛知縣,人物紀念館,4.0,100,人物紀念館,Nagoya Station,8.8,0.70,0.8000,1.0000,0.3621,0.7962,http://commons.wikimedia.org/wiki/Special:FilePath/I-fain%28Ichiro%20Museum%29%2020150412.JPG,35.2428420,136.9220560,Q11282560
2210,昭和日常博物馆,愛知縣,博物館,4.0,100,博物館,Nagoya Station,8.8,0.70,0.8000,1.0000,0.3622,0.7962,http://commons.wikimedia.org/wiki/Special:FilePath/Kitanagoya%20City%20East%20Library.jpg,35.2500000,136.8855560,Q11514080
3633,真田寶物館,長野縣,歷史博物館,4.0,100,歷史博物館,Nagano Station,8.8,0.70,0.8000,1.0000,0.3618,0.7962,http://commons.wikimedia.org/wiki/Special:FilePath/Sanada%20Tresures%20Museum.jpg,36.5640000,138.1974720,Q11583381
240,須磨浦山上遊園,兵庫縣,主題樂園,4.0,100,主題樂園,Kobe Station,8.9,0.70,0.8000,1.0000,0.3609,0.7961,http://commons.wikimedia.org/wiki/Special:FilePath/Sumaura%20sanjo%20amusement%20park02%201920.jpg,34.6418330,135.0928060,Q11664683
1243,世界一かわいい美術館,富山縣,美術館,4.0,100,美術館,Toyama Station,8.9,0.70,0.8000,1.0000,0.3609,0.7961,http://commons.wikimedia.org/wiki/Special:FilePath/Art%20Museum%20in%20Mizuhashi%2CToyama.jpg,36.7438320,137.2971243,Q30927870
2531,船堀塔,東京都,活動場地,4.0,100,活動場地,Tokyo Station,8.8,0.70,0.8000,1.0000,0.3614,0.7961,http://commons.wikimedia.org/wiki/Special:FilePath/Funabori1.jpg,35.6843890,139.8648610,Q85872174
2758,宜野湾市立博物館,沖繩縣,市立博物館,4.0,100,市立博物館,Naha Bus Terminal,8.8,0.70,0.8000,1.0000,0.3613,0.7961,http://commons.wikimedia.org/wiki/Special:FilePath/Ginowan%20City%20Museum03n3104.jpg,26.2698060,127.7406110,Q11452301
585,エドウィン・ダン記念館,北海道,人物紀念館,4.0,100,人物紀念館,Sapporo Station,8.9,0.70,0.8000,1.0000,0.3604,0.7960,http://commons.wikimedia.org/wiki/Special:FilePath/%E3%82%A8%E3%83%89%E3%82%A6%E3%82%A3%E3%83%B3%E3%83%BB%E3%83%80%E3%83%B3%E8%A8%98%E5%BF%B5%E9%A4%A8.jpg,42.9888889,141.3522222,Q11290335
1347,齋藤茂吉紀念館,山形縣,文學館,4.0,100,文學館,Yamagata Station,8.9,0.70,0.8000,1.0000,0.3600,0.7960,http://commons.wikimedia.org/wiki/Special:FilePath/Sait%C5%8D%20Mokichi%20photographed%20by%20Shigeru%20Tamura.jpg,38.1720700,140.2992710,Q11500667
2817,草津宿本陣,滋賀縣,本陣,4.0,100,本陣,Otsu Station,8.9,0.70,0.8000,1.0000,0.3603,0.7960,http://commons.wikimedia.org/wiki/Special:FilePath/Kusatsu-juku%20Honjin%20201905-1.jpg,35.0177400,135.9603600,Q77824459
414,莫埃來沼公園,北海道,総合公園 (日本),4.0,100,総合公園 (日本),Sapporo Station,8.9,0.70,0.8000,1.0000,0.3590,0.7959,http://commons.wikimedia.org/wiki/Special:FilePath/Moere02.jpg,43.1244722,141.4299139,Q1298335
2074,名古屋港水族館,愛知縣,水族館,4.0,100,水族館,Nagoya Station,8.9,0.70,0.8000,1.0000,0.3588,0.7959,http://commons.wikimedia.org/wiki/Special:FilePath/Port%20of%20Nagoya%20Public%20Aquarium%20Exterior%20%281%29%2C%20Minato-machi%20Minato%20Ward%20Nagoya%202022.jpg,35.0906000,136.8782000,Q7231211
3404,高崎市美術館,群馬縣,美術館,4.0,100,美術館,Maebashi Station,8.9,0.70,0.8000,1.0000,0.3594,0.7959,http://commons.wikimedia.org/wiki/Special:FilePath/Takasaki%20Museum%20of%20Art.jpg,36.3207220,139.0106110,Q11669765
736,カンドゥー幕張新都心,千葉縣,主題公園,4.0,100,主題公園,Chiba Station,9.0,0.70,0.8000,1.0000,0.3581,0.7958,,35.6558889,140.0289439,Q18701116
3293,旧花水館,福島縣,建成遗产,4.0,100,建成遗产,Fukushima Station,9.0,0.70,0.8000,1.0000,0.3581,0.7958,http://commons.wikimedia.org/wiki/Special:FilePath/Ky%C5%AB%20Kasuikan%2009.jpg,37.8345100,140.4524600,Q117827029
3849,庵治温泉,香川縣,温泉镇,4.0,100,温泉镇,Takamatsu Station,9.0,0.70,0.8000,1.0000,0.3582,0.7958,,34.3952130,134.1278040,Q108541303
3986,鹿児島市立ふるさと考古歴史館,鹿兒島縣,考古博物館,4.0,100,考古博物館,Kagoshima-Chuo Station,9.0,0.70,0.8000,1.0000,0.3580,0.7958,http://commons.wikimedia.org/wiki/Special:FilePath/Kagoshima%20City%20Museum%20of%20Archaeology%20Building.JPG,31.5110280,130.4999720,Q11676560
961,大阪商業大學商業史博物館,大阪府,大學博物館,4.0,100,大學博物館,Osaka Station,9.0,0.70,0.8000,1.0000,0.3574,0.7957,http://commons.wikimedia.org/wiki/Special:FilePath/Osaka-Univ-of-Commerce-Tanioka-Memorial-Hall01.jpg,34.6668330,135.5841390,Q11440106
2077,東山天空塔,愛知縣,觀光塔,4.0,100,觀光塔,Nagoya Station,9.0,0.70,0.8000,1.0000,0.3575,0.7957,http://commons.wikimedia.org/wiki/Special:FilePath/Higashiyama%20Sky%20Tower%20-%2001.JPG,35.1566860,136.9788140,Q5754149
2089,名古屋海洋博物館,愛知縣,海事博物館,4.0,100,海事博物館,Nagoya Station,9.0,0.70,0.8000,1.0000,0.3565,0.7957,,35.0897422,136.8809799,Q123281511
2100,名古屋港イタリア村,愛知縣,主題公園,4.0,100,主題公園,Nagoya Station,9.0,0.70,0.8000,1.0000,0.3572,0.7957,http://commons.wikimedia.org/wiki/Special:FilePath/Italia%20mura.jpg,35.0900000,136.8844444,Q3155850
2108,世界のメダカ館,愛知縣,水族館,4.0,100,水族館,Nagoya Station,9.0,0.70,0.8000,1.0000,0.3564,0.7956,http://commons.wikimedia.org/wiki/Special:FilePath/Medaka%20World%20of%20Higashiyama%20Zoo%20-%201.jpg,35.1579011,136.9795399,Q115283045
3686,縄文の学び舎・小牧野館,青森縣,考古博物館,4.0,100,考古博物館,Aomori Station,9.0,0.70,0.8000,1.0000,0.3565,0.7956,http://commons.wikimedia.org/wiki/Special:FilePath/Komakino%20site%20preservation%20museum%2002.jpg,40.7477820,140.7233680,Q132659035
2220,蟹江町歴史民俗資料館,愛知縣,博物館,4.0,100,博物館,Nagoya Station,9.1,0.70,0.8000,1.0000,0.3553,0.7955,http://commons.wikimedia.org/wiki/Special:FilePath/Kanie%20History%20and%20Folklore%20Museum%20exterior%20ac.jpg,35.1369444,136.7907778,Q48756612
2304,新潟仙貝王國,新潟縣,博物館,4.0,100,博物館,Niigata Station,9.1,0.70,0.8000,1.0000,0.3546,0.7955,,37.9295000,139.1631940,Q11535936
1416,根津記念館,山梨縣,历史房屋博物馆,4.0,100,历史房屋博物馆,Kofu Station,9.1,0.70,0.8000,1.0000,0.3539,0.7954,http://commons.wikimedia.org/wiki/Special:FilePath/Nezu%20Memorial%20Museum%20in%20Yamanashi%20City%20Yamanashi%20Pref.jpg,35.6788056,138.6683056,Q11536453
2483,鑽石與花摩天輪,東京都,摩天輪,4.0,100,摩天輪,Tokyo Station,9.1,0.70,0.8000,1.0000,0.3537,0.7954,http://commons.wikimedia.org/wiki/Special:FilePath/Ferris%20wheel%20at%20Kasai%20Rinkai%20Park.jpg,35.6439052,139.8572257,Q901219
