id,name,region,category,google_rating,review_count,interest_tags,station_anchor,distance_to_station_km,interest_match,rating_norm,review_norm,station_distance_efficiency,xai_score,image_url,lat,lng,source_id,google_name_matched
1914,名頃,德島縣,觀光景點,4.3,1180,觀光景點,Tokushima Station,54.7,0.70,0.8600,0.5933,0.0838,0.6704,,33.8559100,134.0198270,Q28154087,天空の村 かかしの里
3813,静岡市立登呂博物館,靜岡縣,考古博物館,4.0,310,考古博物館,Shizuoka Station,2.6,0.70,0.8000,0.4814,0.6604,0.6704,http://commons.wikimedia.org/wiki/Special:FilePath/Shizuoka%20City%20Toro%20Museum.JPG,34.9553889,138.4088056,Q85884479,静岡市立登呂博物館
2050,スカイデッキ,愛知縣,觀景台,4.6,386,觀景台,Nagoya Station,35.3,0.70,0.9200,0.4997,0.1241,0.6703,,34.8586602,136.8121623,Q134436319,中部国際空港 スカイデッキ
2917,COSMO ISLE羽咋,石川縣,宇宙工学博物館,4.4,746,宇宙工学博物館,Kanazawa Station,37.7,0.70,0.8800,0.5549,0.1170,0.6702,http://commons.wikimedia.org/wiki/Special:FilePath/Cosmo%20Isle%20Hakui.jpg,36.8981389,136.7882778,Q11302097,宇宙科学博物館 コスモアイル羽咋
3272,ブリティッシュヒルズ,福島縣,主題公園,4.3,1229,主題公園,Fukushima Station,65.4,0.70,0.8600,0.5967,0.0710,0.6701,http://commons.wikimedia.org/wiki/Special:FilePath/%E3%83%96%E3%83%AA%E3%83%86%E3%82%A3%E3%83%83%E3%82%B7%E3%83%A5%E3%83%92%E3%83%AB%E3%82%BA%20%E3%83%9E%E3%83%8A%E3%83%BC%E3%83%8F%E3%82%A6%E3%82%B9%2020150524.jpg,37.2583333,140.0611111,Q97312067,British Hills
3897,高知県立足摺海洋館,高知縣,水族館,4.2,1878,水族館,Kochi Station,106.9,0.70,0.8400,0.6322,0.0447,0.6701,http://commons.wikimedia.org/wiki/Special:FilePath/Ashizuri%20Aquarium%20SATOUMI.jpg,32.7913330,132.8628610,Q99611864,高知県立足摺海洋館 SATOUMI
594,札幌藝術之森美術館,北海道,美術館,4.3,581,美術館,Sapporo Station,14.4,0.70,0.8600,0.5339,0.2574,0.6699,http://commons.wikimedia.org/wiki/Special:FilePath/Sapporo%20art%20museum.jpg,42.9392222,141.3401389,Q11249478,札幌芸術の森野外美術館
2981,金澤市立中村紀念美術館,石川縣,美術館,4.1,208,美術館,Kanazawa Station,2.4,0.70,0.8200,0.4480,0.6745,0.6699,http://commons.wikimedia.org/wiki/Special:FilePath/%E9%87%91%E6%B2%A2%E5%B8%82%E7%AB%8B%E4%B8%AD%E6%9D%91%E8%A8%98%E5%BF%B5%E7%BE%8E%E8%A1%93%E9%A4%A8002.jpg,36.5588890,136.6605560,Q11647436,金沢市立中村記念美術館
220,ㄏㄏ,兵庫縣,主題樂園,4.1,1367,主題樂園,Kobe Station,19.9,0.70,0.8200,0.6056,0.2011,0.6698,,34.5749029,135.0020789,Q130563661,ニジゲンノモリ
375,西宮市大谷記念美術館,兵庫縣,美術館,4.2,802,美術館,Kobe Station,14.6,0.70,0.8400,0.5609,0.2549,0.6698,http://commons.wikimedia.org/wiki/Special:FilePath/230825%20Otani%20Memorial%20Art%20Museum%20Nishinomiya%20City%20Hyogo%20pref%20Japan07s3.jpg,34.7321110,135.3245830,Q11627626,西宮市大谷記念美術館
1876,廣島市交通科學館,廣島縣,科學博物館,4.0,1033,科學博物館,Hiroshima Station,9.2,0.70,0.8000,0.5821,0.3521,0.6698,http://commons.wikimedia.org/wiki/Special:FilePath/Hiroshima%20City%20Transportation%20Museum%202.jpg,34.4708610,132.4286410,Q5358361,ヌマジ交通ミュージアム
3256,いわき・ら・ら・ミュウ,福島縣,道之驛,3.7,8952,道之驛,Fukushima Station,98.3,0.70,0.7400,0.7632,0.0484,0.6698,http://commons.wikimedia.org/wiki/Special:FilePath/Iwaki%20Lalamew%201.JPG,36.9443330,140.9054720,Q767776,道の駅 いわき・ら・ら・ミュウ
2826,大津市科學館,滋賀縣,科學博物館,3.9,459,科學博物館,Otsu Station,2.9,0.70,0.7800,0.5142,0.6345,0.6697,http://commons.wikimedia.org/wiki/Special:FilePath/Otsu-City-Science-Museum.jpg,34.9940556,135.8936944,Q55522393,大津市科学館
2183,碧南海濱水族館,愛知縣,水族館,4.1,1800,水族館,Nagoya Station,33.6,0.70,0.8200,0.6287,0.1295,0.6696,http://commons.wikimedia.org/wiki/Special:FilePath/HEKINAN%20SEA%20SIDE%20AQUARIUM.JPG,34.8801610,136.9819670,Q11587774,碧南海浜水族館
1143,仙台市歴史民俗資料館,宮城縣,历史建筑,4.0,183,历史建筑,Sendai Station,1.4,0.70,0.8000,0.4374,0.7823,0.6694,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B5%D0%BD%D0%B4%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9%20%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BC%D1%83%D0%B7%D0%B5%D0%B9%20%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%B8%20%D0%B8%20%D0%B1%D1%8B%D1%82%D0%B0%201.jpg,38.2609167,140.8983056,Q87746275,仙台市歴史民俗資料館（旧歩兵第四連隊兵舎 ）
1663,招き猫美術館,岡山縣,美術館,4.1,681,美術館,Okayama Station,8.4,0.70,0.8200,0.5472,0.3725,0.6694,,34.7392010,133.9448930,Q133294748,招き猫美術館
580,札幌市アイヌ文化交流センター,北海道,アイヌ博物館,4.3,594,アイヌ博物館,Sapporo Station,15.4,0.70,0.8600,0.5358,0.2454,0.6693,http://commons.wikimedia.org/wiki/Special:FilePath/Sapporo%20Ainu%20Culture%20Promotion%20Center%20201705.jpg,42.9689769,141.2198269,Q11521197,札幌市アイヌ文化交流センター (サッポロピリカコタン)
683,カンドゥー幕張新都心,千葉縣,主題公園,4.0,988,主題公園,Chiba Station,9.0,0.70,0.8000,0.5784,0.3581,0.6693,,35.6558889,140.0289439,Q18701116,カンドゥー
980,南蛮文化館,大阪府,美術館,4.3,52,美術館,Osaka Station,0.9,0.70,0.8600,0.3330,0.8536,0.6693,,34.7094170,135.4917500,Q11408411,南蛮文化館
2905,熊本県立美術館分館,熊本縣,美術館,3.9,396,美術館,Kumamoto Station,2.5,0.70,0.7800,0.5019,0.6678,0.6693,http://commons.wikimedia.org/wiki/Special:FilePath/Kumamoto-Prefectural%20Museum%20of%20Art%20pavilion%201.jpg,32.8066944,130.7080000,Q124817868,熊本県立美術館分館
2906,熊本縣傳統工藝館,熊本縣,博物館,3.9,396,博物館,Kumamoto Station,2.5,0.70,0.7800,0.5019,0.6673,0.6693,,32.8075830,130.7068890,Q17228347,熊本県立美術館分館
1332,金子みすゞ記念館,山口縣,人物紀念館,4.2,1318,人物紀念館,Yamaguchi Station,35.5,0.70,0.8400,0.6026,0.1235,0.6691,http://commons.wikimedia.org/wiki/Special:FilePath/Misuzu-museum.jpg,34.3914850,131.1986660,Q132472853,金子みすゞ記念館
273,姬路市立水族館,兵庫縣,水族館,4.1,2033,水族館,Kobe Station,48.6,0.70,0.8200,0.6389,0.0934,0.6690,http://commons.wikimedia.org/wiki/Special:FilePath/Himeji%20City%20Aquarium%20Himeji%20Hyogo%20pref%20Japan01n.jpg,34.8227220,134.6760280,Q2584900,姫路市立水族館
1108,橿原市昆蟲館,奈良縣,昆虫館,4.2,1000,昆虫館,Nara Station,21.0,0.70,0.8400,0.5794,0.1920,0.6690,http://commons.wikimedia.org/wiki/Special:FilePath/Kashihara-City%20Insectarium.JPG,34.4913890,135.8269440,Q11544564,橿原市昆虫館
2624,練馬區立美術館,東京都,美術館,4.1,998,美術館,Tokyo Station,13.4,0.70,0.8200,0.5792,0.2723,0.6690,http://commons.wikimedia.org/wiki/Special:FilePath/Nerima%20art%20museum.JPG,35.7371100,139.6361100,Q11608069,練馬区立美術館
1842,みろくの里,廣島縣,主題樂園,4.0,3144,主題樂園,Hiroshima Station,76.2,0.70,0.8000,0.6754,0.0615,0.6688,,34.4205833,133.3059444,Q11279374,みろくの里
1488,博石館,岐阜縣,鉱物博物館,4.1,2138,鉱物博物館,Gifu Station,59.1,0.70,0.8200,0.6431,0.0781,0.6687,http://commons.wikimedia.org/wiki/Special:FilePath/Hakusekikan%20mineral%20museum.JPG,35.4967420,137.3993750,Q11409010,ストーンミュージアム博石館
2934,大樋美術館,石川縣,私人博物館,4.1,151,私人博物館,Kanazawa Station,1.7,0.70,0.8200,0.4213,0.7432,0.6687,http://commons.wikimedia.org/wiki/Special:FilePath/Ohimuseum%20MG%203362a.JPG,36.5699750,136.6644940,Q11436507,大樋美術館
3356,秋田故里村,秋田縣,主題公園,3.9,4016,主題公園,Akita Station,59.1,0.70,0.7800,0.6959,0.0780,0.6686,http://commons.wikimedia.org/wiki/Special:FilePath/Akita%20Furusato-mura%2C%20Wonder%20Castle%203.jpg,39.2933500,140.5462060,Q11595197,秋田ふるさと村
2732,足尾銅山観光,栃木縣,觀光景點,3.9,3568,觀光景點,Utsunomiya Station,41.7,0.70,0.7800,0.6860,0.1070,0.6685,http://commons.wikimedia.org/wiki/Special:FilePath/Ashio%20Copper%20Mine%20mine%20shaft%20ac%20%281%29.jpg,36.6333000,139.4404000,Q125257662,足尾銅山観光
1848,入船山記念館,廣島縣,博物館,4.2,922,博物館,Hiroshima Station,19.3,0.70,0.8400,0.5726,0.2058,0.6684,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%85%A5%E8%88%B9%E5%B1%B1%E7%B4%80%E5%BF%B5%E9%A4%A8%20%2848118220931%29.jpg,34.2402780,132.5638890,Q11389025,入船山記念館
2056,ブラザーミュージアム,愛知縣,公司博物館,4.3,282,公司博物館,Nagoya Station,6.8,0.70,0.8600,0.4735,0.4239,0.6684,http://commons.wikimedia.org/wiki/Special:FilePath/Brother%20Communication%20Space%20Nagoya%2020110709-001.jpg,35.1189390,136.9208110,Q11334476,ブラザー ミュージアム
157,舞鶴歸國紀念館,京都府,博物館,4.2,1584,博物館,Kyoto Station,66.9,0.70,0.8400,0.6180,0.0696,0.6683,http://commons.wikimedia.org/wiki/Special:FilePath/Hikiage051012.jpg,35.5095000,135.3965830,Q11613714,舞鶴引揚記念館
1434,忍野 しのびの里,山梨縣,主題公園,4.0,2322,主題公園,Kofu Station,32.5,0.70,0.8000,0.6500,0.1334,0.6683,,35.4571944,138.8181944,Q59154259,忍野 しのびの里
2316,JRA競馬博物館,東京都,體育博物館,4.4,567,體育博物館,Tokyo Station,25.3,0.70,0.8800,0.5319,0.1653,0.6681,http://commons.wikimedia.org/wiki/Special:FilePath/JRA-RACING%20MUSEUM.jpg,35.6663610,139.4881390,Q17210727,JRA競馬博物館
700,千葉市花之美術館,千葉縣,美術館,3.9,647,美術館,Chiba Station,4.4,0.70,0.7800,0.5429,0.5314,0.6680,http://commons.wikimedia.org/wiki/Special:FilePath/Floral%20Museum%20of%20Chiba2.jpg,35.6182220,140.0647780,Q11406052,BOTANICA MUSEUM
2070,世界のメダカ館,愛知縣,水族館,4.4,264,水族館,Nagoya Station,9.0,0.70,0.8800,0.4680,0.3564,0.6680,http://commons.wikimedia.org/wiki/Special:FilePath/Medaka%20World%20of%20Higashiyama%20Zoo%20-%201.jpg,35.1579011,136.9795399,Q115283045,世界のメダカ館
2168,热田神宫宝物馆,愛知縣,宝物館,4.0,607,宝物館,Nagoya Station,5.7,0.70,0.8000,0.5376,0.4669,0.6680,http://commons.wikimedia.org/wiki/Special:FilePath/Bunka-Den%20%28Treasure%20Exhibition%20Hall%29%20in%20Atsuta%20Shrine%20-%201.jpg,35.1249170,136.9094530,Q11569116,熱田神宮 宝物館・文化殿
1014,大阪府立狹山池博物館,大阪府,博物館,4.2,990,博物館,Osaka Station,22.3,0.70,0.8400,0.5786,0.1832,0.6679,http://commons.wikimedia.org/wiki/Special:FilePath/Sayamaike-Museum01.JPG,34.5074170,135.5518610,Q11441131,大阪府立狭山池博物館
567,旭川市科学館サイパル,北海道,公開天文台,4.3,1248,公開天文台,Sapporo Station,112.4,0.70,0.8600,0.5980,0.0426,0.6677,http://commons.wikimedia.org/wiki/Special:FilePath/%E3%82%B5%E3%82%A4%E3%83%91%E3%83%AB.JPG,43.7563056,142.3705000,Q11511737,旭川市科学館 サイパル
2072,伊奈生活博物館,愛知縣,陶瓷博物館,4.2,1192,陶瓷博物館,Nagoya Station,32.4,0.70,0.8400,0.5941,0.1339,0.6676,http://commons.wikimedia.org/wiki/Special:FilePath/Inaxlivemuseum%202010.jpg,34.8811780,136.8487030,Q11224073,INAXライブミュージアム
938,大分縣立藝術會館,大分縣,多功能大厅,4.3,108,多功能大厅,Oita Station,2.7,0.70,0.8600,0.3934,0.6530,0.6673,http://commons.wikimedia.org/wiki/Special:FilePath/Oita%20geikan1.jpg,33.2383333,131.6344444,Q11432896,大分県立埋蔵文化財センター
2098,名古屋市下水道科学館,愛知縣,水廠博物館,4.0,320,水廠博物館,Nagoya Station,3.1,0.70,0.8000,0.4840,0.6206,0.6673,http://commons.wikimedia.org/wiki/Special:FilePath/Meijo%20Water%20treatment%20center-01.jpg,35.1921361,136.9028639,Q11361063,ﾒﾀｳｫｰﾀｰ下水道科学館なごや
3445,地圖與測量科學館,茨城縣,科學博物館,4.3,988,科學博物館,Mito Station,45.9,0.70,0.8600,0.5784,0.0982,0.6673,http://commons.wikimedia.org/wiki/Special:FilePath/ChizutoSokuryounoKagakukan.jpg,36.1039530,140.0855830,Q11424135,地図と測量の科学館
3849,瀨戶大橋紀念館,香川縣,科技博物館,4.1,1255,科技博物館,Takamatsu Station,20.2,0.70,0.8200,0.5984,0.1981,0.6673,http://commons.wikimedia.org/wiki/Special:FilePath/Great%20Seto%20Bridge%20Memorial%20Hall%2002.jpg,34.3526940,133.8262060,Q11566602,瀬戸大橋記念館
89,京都市考古資料館,京都府,考古博物館,4.1,390,考古博物館,Kyoto Station,5.2,0.70,0.8200,0.5006,0.4900,0.6672,http://commons.wikimedia.org/wiki/Special:FilePath/KyotoArchaeologicalMuseum.jpg,35.0319570,135.7493820,Q11375124,京都市考古資料館
3571,大町山岳博物館,長野縣,動物園,4.3,851,動物園,Nagano Station,32.3,0.70,0.8600,0.5659,0.1341,0.6672,http://commons.wikimedia.org/wiki/Special:FilePath/20090502oomachisangakuhakubutsukan01.JPG,36.5052500,137.8705556,Q11437989,大町山岳博物館
864,埼玉縣立自然之博物館,埼玉縣,都道府县立博物馆,4.2,1382,都道府县立博物馆,Omiya Station,50.0,0.70,0.8400,0.6065,0.0910,0.6671,http://commons.wikimedia.org/wiki/Special:FilePath/Ngatoro%20Saitamakenritu%20sizennohakubutukan%201.jpg,36.0874200,139.1159050,Q11426751,埼玉県立自然の博物館
935,大分縣立埋藏文化財中心,大分縣,埋藏文化財中心,4.3,108,埋藏文化財中心,Oita Station,2.7,0.70,0.8600,0.3934,0.6505,0.6671,http://commons.wikimedia.org/wiki/Special:FilePath/Oita%20geikan1.jpg,33.2384167,131.6347500,Q11432816,大分県立埋蔵文化財センター
1284,回天記念館,山口縣,纪念博物馆,4.5,431,纪念博物馆,Yamaguchi Station,29.6,0.70,0.9000,0.5089,0.1445,0.6671,http://commons.wikimedia.org/wiki/Special:FilePath/Kaitenkinenkan01.jpg,33.9933330,131.7173890,Q11420194,回天記念館
1963,マイントピア別子,愛媛縣,mining park,3.9,3620,mining park,Matsuyama Station,52.0,0.70,0.7800,0.6872,0.0878,0.6670,http://commons.wikimedia.org/wiki/Special:FilePath/Roadside%20Station%20Mine%20topia%20Besshi.jpg,33.9014444,133.3095000,Q11339828,マイントピア別子
3420,群馬県立歴史博物館,群馬縣,都道府县立博物馆,4.1,687,都道府县立博物馆,Maebashi Station,9.5,0.70,0.8200,0.5480,0.3458,0.6670,http://commons.wikimedia.org/wiki/Special:FilePath/Gunma-pref-History-museum.jpg,36.2985000,139.0794722,Q20982941,群馬県立近代美術館
3422,群馬県立近代美術館,群馬縣,美術館,4.1,687,美術館,Maebashi Station,9.4,0.70,0.8200,0.5480,0.3465,0.6670,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Museum%20of%20Modern%20Art%2C%20Gunma.JPG,36.2987220,139.0786390,Q11609688,群馬県立近代美術館
93,京都府立京都学・歴彩館,京都府,都道府県立図書館,4.1,519,都道府県立図書館,Kyoto Station,7.0,0.70,0.8200,0.5245,0.4159,0.6669,http://commons.wikimedia.org/wiki/Special:FilePath/Kyoto%20Institute%2C%20Library%20and%20Archives%20ac%20%281%29.jpg,35.0486111,135.7666667,Q85875943,京都府立京都学・歴彩館
1790,島根縣立三瓶自然館,島根縣,都道府县立博物馆,4.3,1020,都道府县立博物馆,Matsue Station,53.0,0.70,0.8600,0.5811,0.0861,0.6669,http://commons.wikimedia.org/wiki/Special:FilePath/Shimane%20Prefectural%20Sanbe%20Nature%20Museum.jpg,35.1527278,132.6205472,Q11476474,島根県立三瓶自然館サヒメル
2107,名古屋港シートレインランド,愛知縣,主題樂園,3.9,1189,主題樂園,Nagoya Station,8.6,0.70,0.7800,0.5939,0.3676,0.6669,http://commons.wikimedia.org/wiki/Special:FilePath/Nagoya%20port%20Sea-Train%20Land%2001.JPG,35.0935780,136.8782060,Q11415200,シートレインランド
2836,成田美術館,滋賀縣,美術館,4.1,1945,美術館,Otsu Station,55.2,0.70,0.8200,0.6352,0.0830,0.6669,http://commons.wikimedia.org/wiki/Special:FilePath/Narita%20museum01s3200.jpg,35.3746670,136.2688610,Q11495725,ヤンマーミュージアム
1861,平山郁夫美術館,廣島縣,美術館,4.3,1037,美術館,Hiroshima Station,57.4,0.70,0.8600,0.5825,0.0801,0.6668,http://commons.wikimedia.org/wiki/Special:FilePath/Ikuo%20Hirayama%20Museum.jpg,34.3056944,133.0904167,Q22661322,平山郁夫美術館
2816,ヤンマーミュージアム,滋賀縣,公司博物館,4.1,1945,公司博物館,Otsu Station,55.3,0.70,0.8200,0.6352,0.0829,0.6668,http://commons.wikimedia.org/wiki/Special:FilePath/YANMAR%20MUSEUM%2001.jpg,35.3743333,136.2702222,Q30922619,ヤンマーミュージアム
3357,秋田犬の里,秋田縣,遊客中心,4.1,2095,遊客中心,Akita Station,73.1,0.70,0.8200,0.6414,0.0641,0.6668,http://commons.wikimedia.org/wiki/Special:FilePath/Akita%20Dog%20Visitor%20Center%2020200613.jpg,40.2867389,140.5561278,Q110990382,秋田犬の里
586,札幌市豊平川さけ科学館,北海道,科學博物館,4.1,551,科學博物館,Sapporo Station,7.5,0.70,0.8200,0.5295,0.3987,0.6667,http://commons.wikimedia.org/wiki/Special:FilePath/ToyohiragawaSakeKakagukan2004-5.jpg,43.0011111,141.3433333,Q11521425,札幌市豊平川さけ科学館
3154,福井縣立恐龍博物館,福井縣,古生物博物馆,4.3,741,古生物博物馆,Fukui Station,25.5,0.70,0.8600,0.5543,0.1637,0.6667,http://commons.wikimedia.org/wiki/Special:FilePath/Fukui%20Prefectural%20Dinosaur%20Museum%2020231217.jpg,36.0829090,136.5066660,Q3247157,かつやまディノパーク
428,サホロリゾート ベア・マウンテン,北海道,クマ牧場,4.4,879,クマ牧場,Sapporo Station,118.9,0.70,0.8800,0.5686,0.0404,0.6666,http://commons.wikimedia.org/wiki/Special:FilePath/Sahoro%20Resort%20Bear%20Mountain%20%E3%82%B5%E3%83%9B%E3%83%AD%E3%83%AA%E3%82%BE%E3%83%BC%E3%83%88%20%E3%83%99%E3%82%A2%E3%83%9E%E3%82%A6%E3%83%B3%E3%83%86%E3%83%B306.jpg,43.1780556,142.8077778,Q11305053,サホロリゾート ベア・マウンテン
2763,佐喜眞美術館,沖繩縣,美術館,4.4,320,美術館,Naha Bus Terminal,12.0,0.70,0.8800,0.4840,0.2939,0.6666,http://commons.wikimedia.org/wiki/Special:FilePath/Sakima%20Art%20Museum03n3000.jpg,26.2780280,127.7749720,Q11383094,佐喜眞美術館
2706,日光山輪王寺宝物殿,栃木縣,宝物館,4.2,1170,宝物館,Utsunomiya Station,34.3,0.70,0.8400,0.5926,0.1272,0.6665,http://commons.wikimedia.org/wiki/Special:FilePath/Treasure%20house%20of%20Rinnoji%20Temple.JPG,36.7545167,139.6008075,Q104696769,宝物殿
3519,雲仙岳災害紀念館,長崎縣,火山博物館,4.1,1825,火山博物館,Nagasaki Station,47.2,0.70,0.8200,0.6298,0.0957,0.6665,http://commons.wikimedia.org/wiki/Special:FilePath/Mt%20Unzen%20Disaster%20Memorial%20Hall.jpg,32.7436389,130.3757222,Q28691707,がまだすドーム (雲仙岳災害記念館)
96,京都府立綜合資料館,京都府,都道府县立博物馆,4.1,519,都道府县立博物馆,Kyoto Station,7.2,0.70,0.8200,0.5245,0.4087,0.6662,http://commons.wikimedia.org/wiki/Special:FilePath/Verbundarchiv%20Kyoto.jpg,35.0505560,135.7664170,Q11375271,京都府立京都学・歴彩館
2684,グリムの森,栃木縣,主題公園,4.0,1184,主題公園,Utsunomiya Station,12.8,0.70,0.8000,0.5936,0.2813,0.6662,,36.4490278,139.8587222,Q112082511,グリムの森
2850,滋賀県立美術館,滋賀縣,美術館,4.2,412,美術館,Otsu Station,8.0,0.70,0.8400,0.5052,0.3848,0.6660,http://commons.wikimedia.org/wiki/Special:FilePath/Shiga%20Museum%20of%20Art%20exterior.jpg,34.9704440,135.9421390,Q11564683,滋賀県立美術館
3461,笠間日動美術館,茨城縣,美術館,4.2,844,美術館,Mito Station,19.5,0.70,0.8400,0.5652,0.2037,0.6659,http://commons.wikimedia.org/wiki/Special:FilePath/Kasama%20Nichido%20Museum%20Main%20Building.jpg,36.3844600,140.2584400,Q11599987,笠間日動美術館
871,川口市立科學館,埼玉縣,公開天文台,4.2,599,公開天文台,Omiya Station,12.3,0.70,0.8400,0.5365,0.2886,0.6658,http://commons.wikimedia.org/wiki/Special:FilePath/Kawaguchi%20Science%20Museum.JPG,35.8273330,139.7199170,Q11477989,川口市立科学館・サイエンスワールド
2619,竹久夢二美術館,東京都,美術館,4.2,193,美術館,Tokyo Station,3.7,0.70,0.8400,0.4418,0.5719,0.6657,http://commons.wikimedia.org/wiki/Special:FilePath/Takehisa-Yumeji-Museum.jpg,35.7147300,139.7634900,Q11598754,竹久夢二美術館
2931,四高記念文化交流館,石川縣,旧学校施設,3.9,269,旧学校施設,Kanazawa Station,1.9,0.70,0.7800,0.4695,0.7280,0.6657,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Fourth%20High%20School%20Memorial%20Museum%20of%20Cultural%20Exchange%20Ishikawa.jpg,36.5625000,136.6557780,Q11420187,石川四高記念文化交流館
248,兵庫縣立美術館 原田之森藝廊,兵庫縣,美術館,4.0,445,美術館,Kobe Station,4.6,0.70,0.8000,0.5116,0.5207,0.6656,http://commons.wikimedia.org/wiki/Special:FilePath/140621%20Hyogo%20Prefectural%20Museum%20of%20Art%20Annex%20Kobe%20Japan02s5.jpg,34.7086111,135.2138889,Q11393094,兵庫県立美術館王子分館 原田の森ギャラリー
368,絲綢溫泉,兵庫縣,温泉镇,4.2,1514,温泉镇,Kobe Station,88.7,0.70,0.8400,0.6142,0.0534,0.6656,,35.4580280,134.9661670,Q11308360,シルク温泉 やまびこ
2943,手取魚樂園,石川縣,主題樂園,3.9,2057,主題樂園,Kanazawa Station,18.1,0.70,0.7800,0.6399,0.2161,0.6656,http://commons.wikimedia.org/wiki/Special:FilePath/Tedori%20Fish%20Land.jpg,36.4590830,136.5092500,Q11496930,手取フィッシュランド
1484,光ミュージアム,岐阜縣,博物館,4.3,1111,博物館,Gifu Station,93.6,0.70,0.8600,0.5882,0.0507,0.6655,http://commons.wikimedia.org/wiki/Special:FilePath/Hikari%20museum.jpg,36.1559722,137.2342778,Q5760427,光ミュージアム
1454,釈迦堂遺跡博物館,山梨縣,考古博物館,4.2,634,考古博物館,Kofu Station,13.5,0.70,0.8400,0.5412,0.2698,0.6654,http://commons.wikimedia.org/wiki/Special:FilePath/Shakado%20relics%20museum.JPG,35.6445778,138.7154917,Q11644532,釈迦堂遺跡博物館
1460,ぎふ清流里山公園,岐阜縣,主題公園,3.8,3504,主題公園,Gifu Station,26.2,0.70,0.7600,0.6845,0.1602,0.6654,http://commons.wikimedia.org/wiki/Special:FilePath/Seiryu%20satoyama%20park%20ginza.jpg,35.4764444,137.0334722,Q11508260,ぎふ清流里山公園
3757,富士山樹空の森,靜岡縣,主題公園,4.1,1846,主題公園,Shizuoka Station,56.6,0.70,0.8200,0.6308,0.0812,0.6654,,35.2966667,138.8680556,Q49492347,富士山樹空の森
2900,熊本市水之科學館,熊本縣,水廠博物館,4.2,346,水廠博物館,Kumamoto Station,6.9,0.70,0.8400,0.4906,0.4205,0.6652,http://commons.wikimedia.org/wiki/Special:FilePath/Kumamoto-city%20museum%20of%20water%20science%201.jpg,32.8461111,130.7219444,Q11568018,熊本市水の科学館
3939,鳥取市歷史博物館,鳥取縣,歷史博物館,3.9,249,歷史博物館,Tottori Station,1.7,0.70,0.7800,0.4631,0.7423,0.6652,http://commons.wikimedia.org/wiki/Special:FilePath/Tottori%20City%20Historical%20Museum01n4350.jpg,35.4989000,134.2440000,Q4707166,鳥取市歴史博物館 やまびこ館
2587,澀澤史料館,東京都,人物紀念館,4.1,541,人物紀念館,Tokyo Station,8.0,0.70,0.8200,0.5280,0.3857,0.6650,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%B8%8B%E6%B2%A2%E5%8F%B2%E6%96%99%E9%A4%A8.jpg,35.7491390,139.7392220,Q11254595,渋沢史料館
161,貴船,京都府,門前町,4.4,357,門前町,Kyoto Station,15.1,0.70,0.8800,0.4932,0.2486,0.6648,http://commons.wikimedia.org/wiki/Special:FilePath/Kibune%20Kawadoko01s5s4272.jpg,35.1216667,135.7627778,Q3196329,貴船茶屋
458,函館市青函連絡船紀念館摩周丸,北海道,博物館船,4.1,2198,博物館船,Sapporo Station,153.0,0.70,0.8200,0.6454,0.0316,0.6648,http://commons.wikimedia.org/wiki/Special:FilePath/Mashu-maru%20zenkei.JPG,41.7729440,140.7218890,Q11396003,函館市青函連絡船記念館 摩周丸
884,東武スーパープール,埼玉縣,水上遊樂園,4.0,1273,水上遊樂園,Omiya Station,15.1,0.70,0.8000,0.5996,0.2490,0.6648,http://commons.wikimedia.org/wiki/Special:FilePath/Tobu%20Super%20Pool%20Entrance.jpg,36.0255522,139.7041779,Q11527480,東武スーパープール
3067,橫濱市歷史博物館,神奈川縣,歷史博物館,4.0,923,歷史博物館,Yokohama Station,10.2,0.70,0.8000,0.5727,0.3294,0.6648,http://commons.wikimedia.org/wiki/Special:FilePath/Yokohama%20History%20Museum%2020150201.jpg,35.5502000,139.5780000,Q4902594,横浜市歴史博物館
316,櫻正宗記念館櫻宴,兵庫縣,公司博物館,4.0,841,公司博物館,Kobe Station,9.2,0.70,0.8000,0.5649,0.3527,0.6647,,34.7098610,135.2714170,Q11544833,櫻正宗記念館『櫻宴』
581,札幌市下水道科学館,北海道,科學博物館,4.0,505,科學博物館,Sapporo Station,5.4,0.70,0.8000,0.5222,0.4803,0.6647,http://commons.wikimedia.org/wiki/Special:FilePath/Sapporo%20Sewerage%20Science%20Museum.JPG,43.1169760,141.3426090,Q123124887,札幌市下水道科学館
689,伊能忠敬記念館,千葉縣,人物紀念館,4.1,1676,人物紀念館,Chiba Station,46.2,0.70,0.8200,0.6227,0.0976,0.6646,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Inoh%20Tadataka%20Museum%2004.jpg,35.8883333,140.4972222,Q105188779,伊能忠敬記念館
