id,name,region,category,google_rating,review_count,interest_tags,station_anchor,distance_to_station_km,rating_norm,review_norm,station_distance_efficiency,static_score,image_url,lat,lng,source_id,google_name_matched
Q17230771,六花之森,北海道,庭園,4.3,1626,庭園,Sapporo Station,149.8,0.8600,0.6199,0.0323,0.6518,http://commons.wikimedia.org/wiki/Special:FilePath/131013%20Rokka-no-Mori%20Nakasatsunai%20Hokkaido%20Japan01bs5.jpg,42.6927778,143.1158333,Q17230771,六花の森
Q9047014,植田正治寫真美術館,鳥取縣,美術館,4.4,981,美術館,Tottori Station,72.5,0.8800,0.5776,0.0645,0.6518,http://commons.wikimedia.org/wiki/Special:FilePath/Shoji%20Ueda%20Museum%20of%20Photography02n4592.jpg,35.3898610,133.4358330,Q9047014,植田正治写真美術館
Q11249107,三得利博物館,大阪府,美術館,4.0,755,美術館,Osaka Station,8.1,0.8000,0.5557,0.3816,0.6517,http://commons.wikimedia.org/wiki/Special:FilePath/DSC%200301%20Suntory%20Museum.jpg,34.6538000,135.4300000,Q11249107,大阪文化館・ 天保山
Q11288739,肥後橋,大阪府,公路橋,3.9,111,公路橋,Osaka Station,1.1,0.7800,0.3956,0.8214,0.6517,http://commons.wikimedia.org/wiki/Special:FilePath/Higobashi.jpg,34.6927220,135.4961390,Q11288739,肥後橋
Q62029384,臺北駐日本經濟文化代表處台灣文化中心,東京都,文化博物館,4.0,128,文化博物館,Tokyo Station,1.9,0.8000,0.4074,0.7276,0.6517,http://commons.wikimedia.org/wiki/Special:FilePath/Taiwan%20Cultural%20Center%2C%20Taipei%20Economic%20and%20Cultural%20Representative%20Office.jpg,35.6700690,139.7515480,Q62029384,台湾文化センター
Q11544564,橿原市昆蟲館,奈良縣,昆虫館,4.2,1003,昆虫館,Nara Station,21.0,0.8400,0.5795,0.1920,0.6516,http://commons.wikimedia.org/wiki/Special:FilePath/Kashihara-City%20Insectarium.JPG,34.4913890,135.8269440,Q11544564,橿原市昆虫館
Q31508922,Takatori Yama,兵庫縣,山,4.7,31,山,Kobe Station,4.4,0.9400,0.2906,0.5319,0.6515,,34.6766000,135.1301000,Q31508922,高取山頂
Q11378011,仙台文学館,宮城縣,文學館,4.0,316,文學館,Sendai Station,4.1,0.8000,0.4828,0.5502,0.6515,http://commons.wikimedia.org/wiki/Special:FilePath/Sendai%20Bungaku%20kan1%20crop.jpg,38.2966220,140.8760860,Q11378011,仙台文学館
Q11325259,ネオパークオキナワ,沖繩縣,植物園,4.2,1730,植物園,Naha Bus Terminal,54.1,0.8400,0.6251,0.0846,0.6515,,26.6106944,127.9914722,Q11325259,ネオパークオキナワ
Q11265644,久里濱花之國,神奈川縣,城市公園,4.0,2434,城市公園,Yokohama Station,28.3,0.8000,0.6537,0.1504,0.6514,http://commons.wikimedia.org/wiki/Special:FilePath/Kurihama%20Hana-no-Kuni%20Flower%20World%20part12.JPG,35.2209091,139.7040188,Q11265644,くりはま花の国
Q11389023,入船山公園,廣島縣,城市公園,4.2,926,城市公園,Hiroshima Station,19.3,0.8400,0.5728,0.2058,0.6513,,34.2402778,132.5638889,Q11389023,入船山記念館
Q11389025,入船山記念館,廣島縣,博物館,4.2,922,博物館,Hiroshima Station,19.3,0.8400,0.5724,0.2058,0.6512,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%85%A5%E8%88%B9%E5%B1%B1%E7%B4%80%E5%BF%B5%E9%A4%A8%20%2848118220931%29.jpg,34.2402780,132.5638890,Q11389025,入船山記念館
Q11263157,紙幣與郵票博物館,東京都,貨幣博物館,4.1,560,貨幣博物館,Tokyo Station,8.5,0.8200,0.5307,0.3701,0.6512,http://commons.wikimedia.org/wiki/Special:FilePath/Museum-gaikan.jpg,35.7543330,139.7393060,Q11263157,お札と切手の博物館
Q3077260,志賀島,福岡縣,陸連島,4.4,362,陸連島,Hakata Station,14.6,0.8800,0.4942,0.2548,0.6512,http://commons.wikimedia.org/wiki/Special:FilePath/Shikanoshima%20Island%2C%20enkei.jpg,33.6750000,130.3000000,Q3077260,志賀島
Q11477989,川口市立科學館,埼玉縣,科學博物館,4.2,601,科學博物館,Omiya Station,12.3,0.8400,0.5366,0.2886,0.6511,http://commons.wikimedia.org/wiki/Special:FilePath/Kawaguchi%20Science%20Museum.JPG,35.8273330,139.7199170,Q11477989,川口市立科学館・サイエンスワールド
Q104125924,马力欧赛车：酷霸王的挑战,大阪府,機動遊戲,4.0,628,機動遊戲,Osaka Station,7.1,0.8000,0.5403,0.4131,0.6511,http://commons.wikimedia.org/wiki/Special:FilePath/Mario%20Kart%20Koopa%27s%20Challenge%20%28Universal%20Studios%20Japan%29%201.jpg,34.6679417,135.4305455,Q104125924,マリオカート ～クッパの挑戦状～
Q11384443,佐藤紀念美術館,富山縣,美術館,3.9,92,美術館,Toyama Station,0.9,0.7800,0.3800,0.8543,0.6511,http://commons.wikimedia.org/wiki/Special:FilePath/Sato%20Memorial%20Art%20Museum%20Toyama02st3200.jpg,36.6938890,137.2118330,Q11384443,富山市佐藤記念美術館
Q11496415,戸栗美術館,東京都,陶瓷博物館,4.2,315,陶瓷博物館,Tokyo Station,7.1,0.8400,0.4825,0.4149,0.6511,http://commons.wikimedia.org/wiki/Special:FilePath/Toguri%20Museum%20of%20Art%202010.jpg,35.6614000,139.6929310,Q11496415,戸栗美術館
Q11603353,箱根拉利克博物館,神奈川縣,人物紀念館,4.2,1766,人物紀念館,Yokohama Station,59.8,0.8400,0.6269,0.0772,0.6510,http://commons.wikimedia.org/wiki/Special:FilePath/170721%20Lalique%20Museum%20Hakone%20Japan04n.jpg,35.2695640,139.0091640,Q11603353,箱根ラリック美術館
Q11353344,屋形石七釜,佐賀縣,觀光景點,4.3,1129,觀光景點,Saga Station,46.4,0.8600,0.5894,0.0973,0.6509,http://commons.wikimedia.org/wiki/Special:FilePath/Yakataishi%20no%20Nanatsugama%20on%20the%20sea%20around.jpg,33.5490000,129.9324440,Q11353344,七ツ釜
Q17210727,JRA競馬博物館,東京都,體育博物館,4.4,567,體育博物館,Tokyo Station,25.3,0.8800,0.5317,0.1653,0.6509,http://commons.wikimedia.org/wiki/Special:FilePath/JRA-RACING%20MUSEUM.jpg,35.6663610,139.4881390,Q17210727,JRA競馬博物館
Q11499743,文京故鄉歷史館,東京都,地方文化館,4.0,222,地方文化館,Tokyo Station,3.1,0.8000,0.4533,0.6152,0.6509,http://commons.wikimedia.org/wiki/Special:FilePath/Furusato%20History%20Museum%2C%20Bunkyo%2002.jpg,35.7080000,139.7566000,Q11499743,文京ふるさと歴史館
Q17230652,ヨコハマおもしろ水族館,神奈川縣,水族館,4.1,165,水族館,Yokohama Station,3.3,0.8200,0.4286,0.6055,0.6508,http://commons.wikimedia.org/wiki/Special:FilePath/Yokohama%20Fortune%20Aquarium.jpg,35.4429440,139.6445830,Q17230652,横浜開運水族館 フォーチュンアクアリウム
Q17217536,馬之博物館,神奈川縣,博物館,4.0,407,博物館,Yokohama Station,5.1,0.8000,0.5040,0.4962,0.6508,http://commons.wikimedia.org/wiki/Special:FilePath/Uma%202007%2001%2028.JPG,35.4226670,139.6395830,Q17217536,馬の博物館
Q97371284,勝海舟記念館,東京都,人物紀念館,4.3,376,人物紀念館,Tokyo Station,11.1,0.8600,0.4973,0.3112,0.6507,http://commons.wikimedia.org/wiki/Special:FilePath/Katsu%20Kaishu%20Memorial%20Museum.jpg,35.6024020,139.6922484,Q97371284,大田区立勝海舟記念館
Q11483478,平等院鳳翔館,京都府,博物館,4.5,200,博物館,Kyoto Station,11.7,0.9000,0.4446,0.2999,0.6506,http://commons.wikimedia.org/wiki/Special:FilePath/Byodoin%20Uji%20Kyoto19s3s4410.jpg,34.8887044,135.8073916,Q11483478,平等院ミュージアム鳳翔館
Q11544833,櫻正宗記念館櫻宴,兵庫縣,公司博物館,4.0,842,公司博物館,Kobe Station,9.2,0.8000,0.5648,0.3527,0.6506,,34.7098610,135.2714170,Q11544833,櫻正宗記念館『櫻宴』
Q11325393,ネックス・プラザ,愛知縣,交通博物館,4.2,142,交通博物館,Nagoya Station,3.8,0.8400,0.4161,0.5662,0.6506,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E5%8C%97%E5%8C%BA%E3%83%8D%E3%83%83%E3%82%AF%E3%82%B9%E3%83%97%E3%83%A9%E3%82%B6.JPG,35.1947860,136.9118640,Q11325393,ネックス・プラザ 名古屋高速道路広報資料センター
Q11487933,彥根城博物館,滋賀縣,歷史博物館,4.2,1576,歷史博物館,Otsu Station,46.5,0.8400,0.6173,0.0970,0.6506,http://commons.wikimedia.org/wiki/Special:FilePath/Hikone%20Castle%20Museum01s3200.jpg,35.2756110,136.2535280,Q11487933,彦根城博物館
Q716411,舊開智學校,長野縣,历史建筑,4.1,2256,历史建筑,Nagano Station,48.6,0.8200,0.6474,0.0932,0.6506,http://commons.wikimedia.org/wiki/Special:FilePath/250424%20Former%20Kaichi%20School%20Matsumoto%20Nagano%20pref%20Japan01s3.jpg,36.2433333,137.9683333,Q716411,旧開智学校
Q11672370,高知市立自由民權紀念館,高知縣,博物館,3.8,358,博物館,Kochi Station,2.7,0.7600,0.4932,0.6531,0.6506,http://commons.wikimedia.org/wiki/Special:FilePath/Kochi%20Liberty%20and%20Peoples%20Rights%20Museum03s3200.jpg,33.5431110,133.5502500,Q11672370,高知市立自由民権記念館
Q55532427,うめきた UMEDAIガーデン,大阪府,庭園,3.8,95,庭園,Osaka Station,0.5,0.7600,0.3827,0.9103,0.6505,http://commons.wikimedia.org/wiki/Special:FilePath/%E3%81%86%E3%82%81%E3%81%8D%E3%81%9F%20UMEDAI%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3.jpg,34.7062222,135.4929722,Q55532427,うめきた UMEDAIガーデン
Q112033912,会津武家屋敷,福島縣,戶外博物館,4.0,3303,戶外博物館,Fukushima Station,53.7,0.8000,0.6793,0.0852,0.6505,http://commons.wikimedia.org/wiki/Special:FilePath/Fukushima-Aizu%20Buke-Yashiki%20%28Samurai%20Residence%29-m.jpg,37.4851944,139.9536667,Q112033912,会津武家屋敷
Q17212014,七條大橋,京都府,混凝土拱橋,4.1,45,混凝土拱橋,Kyoto Station,0.9,0.8200,0.3210,0.8535,0.6504,http://commons.wikimedia.org/wiki/Special:FilePath/ShichijoBridge%2020190103%20134341.jpg,34.9893000,135.7672000,Q17212014,七条大橋
Q28154087,名頃,德島縣,觀光景點,4.3,1190,觀光景點,Tokushima Station,54.7,0.8600,0.5938,0.0838,0.6504,,33.8559100,134.0198270,Q28154087,天空の村 かかしの里
Q28068900,那須サファリパーク,栃木縣,野生动物园,4.0,3347,野生动物园,Utsunomiya Station,56.4,0.8000,0.6804,0.0814,0.6504,http://commons.wikimedia.org/wiki/Special:FilePath/Nasu%20SafariPark%27s%20lion%20bus.jpg,37.0591667,140.0058333,Q28068900,那須サファリパーク
Q28689252,鶴林寺山,德島縣,山,4.3,613,山,Tokushima Station,18.5,0.8600,0.5382,0.2126,0.6503,,33.9130000,134.5005833,Q28689252,鶴林寺
Q22120804,橫濱歐亞文化館,神奈川縣,文化博物館,4.0,198,文化博物館,Yokohama Station,2.9,0.8000,0.4438,0.6334,0.6503,http://commons.wikimedia.org/wiki/Special:FilePath/Eurasia%20bunka%201.JPG,35.4462711,139.6432561,Q22120804,横浜ユーラシア文化館
Q21655117,橫濱都市發展紀念館,神奈川縣,歷史博物館,4.0,198,歷史博物館,Yokohama Station,2.9,0.8000,0.4438,0.6334,0.6503,http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20of%20yokohama%20urban%20history001.JPG,35.4462711,139.6432561,Q21655117,横浜ユーラシア文化館
Q11292366,オホーツクとっかりセンター,北海道,水族館,4.4,1148,水族館,Sapporo Station,215.0,0.8800,0.5908,0.0227,0.6502,,44.3335830,143.3735280,Q11292366,オホーツクとっかりセンター(アザラシランド)
Q22119783,中本誠司現代美術館,宮城縣,历史房屋博物馆,4.4,79,历史房屋博物馆,Sendai Station,4.2,0.8800,0.3674,0.5439,0.6502,http://commons.wikimedia.org/wiki/Special:FilePath/Seishinakamotomuseum.jpg,38.2947220,140.8630560,Q22119783,中本誠司現代美術館
Q11401205,北區飛鳥山博物館,東京都,博物館,4.1,502,博物館,Tokyo Station,8.0,0.8200,0.5215,0.3842,0.6502,http://commons.wikimedia.org/wiki/Special:FilePath/Kita%20Ward%20Asukayama%20Museum.jpg,35.7495833,139.7390278,Q11401205,北区飛鳥山博物館
Q28312009,国立近現代建築資料館,東京都,國家檔案館,4.1,157,國家檔案館,Tokyo Station,3.2,0.8200,0.4244,0.6109,0.6502,http://commons.wikimedia.org/wiki/Special:FilePath/National%20Archives%20of%20Modern%20Architecture%20in%20Japan%201.jpg,35.7098361,139.7666389,Q28312009,国立近現代建築資料館
Q11542858,橫濱Sky Walk,神奈川縣,步行者專用道路,4.3,137,步行者專用道路,Yokohama Station,4.9,0.8600,0.4131,0.5040,0.6502,http://commons.wikimedia.org/wiki/Special:FilePath/Yokohama-Skywalk%2CSkytower.JPG,35.4588611,139.6762778,Q11542858,横浜スカイウォーク スカイタワー
Q11260157,いわき市石炭・化石館,福島縣,礦業博物館,4.2,1947,礦業博物館,Fukushima Station,89.3,0.8400,0.6350,0.0530,0.6502,http://commons.wikimedia.org/wiki/Special:FilePath/%E3%81%84%E3%82%8F%E3%81%8D%E5%B8%82%E7%9F%B3%E7%82%AD%E5%8C%96%E7%9F%B3%E9%A4%A8.JPG,37.0125000,140.8483333,Q11260157,いわき市石炭・化石館 ほるる
Q11650548,錦織公園,大阪府,城市公園,4.2,1098,城市公園,Osaka Station,25.5,0.8400,0.5870,0.1640,0.6501,http://commons.wikimedia.org/wiki/Special:FilePath/Nishikori%20park22.jpg,34.4823610,135.5738060,Q11650548,錦織公園
Q65251252,名古屋刀剣ワールド,愛知縣,美術館,4.4,34,美術館,Nagoya Station,2.1,0.8800,0.2981,0.7050,0.6501,http://commons.wikimedia.org/wiki/Special:FilePath/Sakae%20Tower%20Hills%2020200802-04.jpg,35.1631944,136.9025000,Q65251252,名古屋刀剣ワールド ミュージアムショップ
Q11395617,出島橋,長崎縣,桁架桥,4.1,50,桁架桥,Nagasaki Station,1.0,0.8200,0.3296,0.8317,0.6501,http://commons.wikimedia.org/wiki/Special:FilePath/Dejima%20bridge.jpg,32.7434722,129.8741389,Q11395617,出島橋
Q104696860,千葉市立加曽利貝塚博物館,千葉縣,考古博物館,4.0,372,考古博物館,Chiba Station,4.8,0.8000,0.4965,0.5082,0.6500,http://commons.wikimedia.org/wiki/Special:FilePath/KasoriShellMoundsMuseum20110918.jpg,35.6237250,140.1651920,Q104696860,千葉市立加曽利貝塚博物館
Q11390958,八幡山,福井縣,山,4.8,12,山,Fukui Station,2.9,0.9600,0.2150,0.6318,0.6500,http://commons.wikimedia.org/wiki/Special:FilePath/Fukui%20hachimanyama.jpg,36.0432500,136.2008333,Q11390958,八幡山
Q11441131,大阪府立狹山池博物館,大阪府,博物館,4.2,990,博物館,Osaka Station,22.3,0.8400,0.5784,0.1832,0.6499,http://commons.wikimedia.org/wiki/Special:FilePath/Sayamaike-Museum01.JPG,34.5074170,135.5518610,Q11441131,大阪府立狭山池博物館
Q20038819,祝田橋,東京都,橋,4.3,26,橋,Tokyo Station,1.1,0.8600,0.2763,0.8211,0.6499,http://commons.wikimedia.org/wiki/Special:FilePath/Iwaidabashi%2001.JPG,35.6771667,139.7561111,Q20038819,祝田橋
Q133305825,福澤諭吉記念慶應義塾史展示館,東京都,纪念博物馆,4.5,54,纪念博物馆,Tokyo Station,4.1,0.9000,0.3360,0.5487,0.6499,http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Keio%20University%20Library%205.jpg,35.6494210,139.7438030,Q133305825,福澤諭吉記念 慶應義塾史展示館
Q112082511,グリムの森,栃木縣,主題公園,4.0,1184,主題公園,Utsunomiya Station,12.8,0.8000,0.5934,0.2813,0.6499,,36.4490278,139.8587222,Q112082511,グリムの森
Q4902594,橫濱市歷史博物館,神奈川縣,歷史博物館,4.0,927,歷史博物館,Yokohama Station,10.2,0.8000,0.5729,0.3294,0.6499,http://commons.wikimedia.org/wiki/Special:FilePath/Yokohama%20History%20Museum%2020150201.jpg,35.5502000,139.5780000,Q4902594,横浜市歴史博物館
Q3196329,貴船,京都府,門前町,4.4,357,門前町,Kyoto Station,15.1,0.8800,0.4930,0.2486,0.6498,http://commons.wikimedia.org/wiki/Special:FilePath/Kibune%20Kawadoko01s5s4272.jpg,35.1216667,135.7627778,Q3196329,貴船茶屋
Q11644532,釈迦堂遺跡博物館,山梨縣,考古博物館,4.2,634,考古博物館,Kofu Station,13.5,0.8400,0.5411,0.2698,0.6498,http://commons.wikimedia.org/wiki/Special:FilePath/Shakado%20relics%20museum.JPG,35.6445778,138.7154917,Q11644532,釈迦堂遺跡博物館
Q11379732,伊良湖岬灯台,愛知縣,燈塔,4.2,1763,燈塔,Nagoya Station,66.9,0.8400,0.6267,0.0695,0.6498,http://commons.wikimedia.org/wiki/Special:FilePath/Irago%20Lighthouse%20s2.JPG,34.5794444,137.0161111,Q11379732,伊良湖岬灯台
Q3815450,目黒区美術館,東京都,美術館,4.0,636,美術館,Tokyo Station,7.4,0.8000,0.5413,0.4020,0.6498,http://commons.wikimedia.org/wiki/Special:FilePath/Meguro%20Museum%20of%20Art%2C%20Tokyo.JPG,35.6349070,139.7076630,Q3815450,目黒区美術館
Q97539508,淡路ファームパーク イングランドの丘,兵庫縣,公園,3.9,4521,公園,Kobe Station,53.9,0.7800,0.7056,0.0849,0.6497,http://commons.wikimedia.org/wiki/Special:FilePath/2020-09-10.%E6%B7%A1%E8%B7%AF%E3%83%95%E3%82%A1%E3%83%BC%E3%83%A0%E3%83%91%E3%83%BC%E3%82%AF%E3%82%A4%E3%83%B3%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%89%E3%81%AE%E4%B8%98.jpg,34.3076389,134.8015278,Q97539508,淡路ファームパーク イングランドの丘
Q11420194,回天記念館,山口縣,纪念博物馆,4.5,431,纪念博物馆,Yamaguchi Station,29.6,0.9000,0.5088,0.1445,0.6497,http://commons.wikimedia.org/wiki/Special:FilePath/Kaitenkinenkan01.jpg,33.9933330,131.7173890,Q11420194,回天記念館
Q96695273,かみつけの里博物館,群馬縣,考古博物館,4.0,669,考古博物館,Maebashi Station,7.8,0.8000,0.5456,0.3917,0.6497,http://commons.wikimedia.org/wiki/Special:FilePath/Kamitsukeno-sato%20Museum%20of%20Archaeology.jpg,36.3788056,138.9860556,Q96695273,かみつけの里博物館
Q11279302,深山公園,岡山縣,風致公園,4.0,1568,風致公園,Okayama Station,17.3,0.8000,0.6169,0.2245,0.6496,http://commons.wikimedia.org/wiki/Special:FilePath/Miyama%20Park%20entrance.jpg,34.5116111,133.9302222,Q11279302,深山公園
Q11635950,赤羽自然觀察公園,東京都,城市公園,4.0,1048,城市公園,Tokyo Station,11.5,0.8000,0.5831,0.3034,0.6496,http://commons.wikimedia.org/wiki/Special:FilePath/Akabane%20Nature%20Observatory%20Park%20Paddy%20field.JPG,35.7733550,139.7098100,Q11635950,赤羽自然観察公園
Q11608718,美原,長野縣,高原,4.6,390,高原,Nagano Station,47.0,0.9200,0.5004,0.0962,0.6496,http://commons.wikimedia.org/wiki/Special:FilePath/250426%20At%20Utsukushigahara%20Nagano%20pref%20Japan08s3.jpg,36.2257970,138.1074420,Q11608718,美ヶ原
Q11587774,碧南海濱水族館,愛知縣,水族館,4.1,1808,水族館,Nagoya Station,33.6,0.8200,0.6288,0.1295,0.6495,http://commons.wikimedia.org/wiki/Special:FilePath/HEKINAN%20SEA%20SIDE%20AQUARIUM.JPG,34.8801610,136.9819670,Q11587774,碧南海浜水族館
Q97312067,ブリティッシュヒルズ,福島縣,主題公園,4.3,1233,主題公園,Fukushima Station,65.4,0.8600,0.5968,0.0710,0.6495,http://commons.wikimedia.org/wiki/Special:FilePath/%E3%83%96%E3%83%AA%E3%83%86%E3%82%A3%E3%83%83%E3%82%B7%E3%83%A5%E3%83%92%E3%83%AB%E3%82%BA%20%E3%83%9E%E3%83%8A%E3%83%BC%E3%83%8F%E3%82%A6%E3%82%B9%2020150524.jpg,37.2583333,140.0611111,Q97312067,British Hills
Q11433966,大塚公園 (文京區),東京都,城市公園,3.9,630,城市公園,Tokyo Station,5.7,0.7800,0.5405,0.4680,0.6494,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%A4%A7%E5%A1%9A%E5%85%AC%E5%9C%92%20%28%E6%96%87%E4%BA%AC%E5%8C%BA%29.jpg,35.7238889,139.7325000,Q11433966,文京区立大塚公園
Q11630974,言問橋,東京都,橋,4.3,133,橋,Tokyo Station,4.9,0.8600,0.4106,0.5044,0.6494,http://commons.wikimedia.org/wiki/Special:FilePath/Kototoi%20bridge%2020190627%20134039.jpg,35.7141667,139.8033333,Q11630974,言問橋
Q11583639,真駒内滝野霊園,北海道,靈園,4.3,515,靈園,Sapporo Station,15.8,0.8600,0.5237,0.2404,0.6493,,42.9279167,141.3766111,Q11583639,真駒内滝野霊園
Q132472853,金子みすゞ記念館,山口縣,人物紀念館,4.2,1318,人物紀念館,Yamaguchi Station,35.5,0.8400,0.6023,0.1235,0.6493,http://commons.wikimedia.org/wiki/Special:FilePath/Misuzu-museum.jpg,34.3914850,131.1986660,Q132472853,金子みすゞ記念館
Q5359350,織田信長公居館跡,岐阜縣,城市公園,4.2,109,城市公園,Gifu Station,3.2,0.8400,0.3941,0.6093,0.6493,http://commons.wikimedia.org/wiki/Special:FilePath/Gifuparktea.JPG,35.4333611,136.7752222,Q5359350,織田信長居館跡
Q8343597,兵庫縣立花卉中心,兵庫縣,植物園,4.1,1932,植物園,Kobe Station,38.6,0.8200,0.6344,0.1146,0.6492,http://commons.wikimedia.org/wiki/Special:FilePath/Hyogo%20Prefectural%20Flower%20Center%20Kasai%20Japan22n.jpg,34.9077500,134.8593060,Q8343597,兵庫県立フラワーセンター
Q11383359,佐田岬灯台,愛媛縣,燈塔,4.5,673,燈塔,Matsuyama Station,87.8,0.9000,0.5461,0.0539,0.6492,http://commons.wikimedia.org/wiki/Special:FilePath/Sadamisaki-lighthouse%20oct2001.jpg,33.3430556,132.0149167,Q11383359,佐田岬灯台
Q11566602,瀨戶大橋紀念館,香川縣,科技博物館,4.1,1261,科技博物館,Takamatsu Station,20.2,0.8200,0.5986,0.1981,0.6492,http://commons.wikimedia.org/wiki/Special:FilePath/Great%20Seto%20Bridge%20Memorial%20Hall%2002.jpg,34.3526940,133.8262060,Q11566602,瀬戸大橋記念館
Q11356067,三段壁洞窟,和歌山縣,海蝕洞,4.0,3361,海蝕洞,Wakayama Station,64.3,0.8000,0.6808,0.0721,0.6491,http://commons.wikimedia.org/wiki/Special:FilePath/RIMG0096.JPG,33.6658889,135.3354000,Q11356067,三段壁洞窟
Q17228816,白鳥公園,愛知縣,城市公園,4.3,124,城市公園,Nagoya Station,4.7,0.8600,0.4048,0.5156,0.6490,http://commons.wikimedia.org/wiki/Special:FilePath/Shirotori%20Park%20in%20Nagoya.JPG,35.1310639,136.8986806,Q17228816,白鳥公園
Q28685144,花田苑,埼玉縣,回游式庭园,4.2,732,回游式庭园,Omiya Station,16.2,0.8400,0.5531,0.2354,0.6489,http://commons.wikimedia.org/wiki/Special:FilePath/%E8%B6%8A%E8%B0%B7%20%E8%8A%B1%E7%94%B0%E8%8B%91%20-%20panoramio.jpg,35.9033611,139.8043889,Q28685144,越谷市花田苑・花田第六公園
Q88138926,石垣島鍾乳洞,沖繩縣,溶洞,4.0,4539,溶洞,Naha Bus Terminal,409.8,0.8000,0.7060,0.0121,0.6489,,24.3616667,124.1544444,Q88138926,石垣島鍾乳洞
Q11528353,東谷山水果公園,愛知縣,植物園,3.9,2181,植物園,Nagoya Station,17.6,0.7800,0.6445,0.2211,0.6488,http://commons.wikimedia.org/wiki/Special:FilePath/Tougokusan2.JPG,35.2516389,137.0482778,Q11528353,名古屋市 東谷山フルーツパーク
Q11505196,日和山,宮城縣,山,4.2,1396,山,Sendai Station,41.4,0.8400,0.6072,0.1078,0.6487,http://commons.wikimedia.org/wiki/Special:FilePath/Hiyoriyama%20koen%20isinomaki%20city.JPG,38.4244444,141.3080556,Q11505196,日和山公園
Q77824459,草津宿本陣,滋賀縣,本陣,4.1,540,本陣,Otsu Station,8.9,0.8200,0.5276,0.3603,0.6487,http://commons.wikimedia.org/wiki/Special:FilePath/Kusatsu-juku%20Honjin%20201905-1.jpg,35.0177400,135.9603600,Q77824459,草津宿本陣
Q11557598,濱名湖PalPal,靜岡縣,主題樂園,4.0,3472,主題樂園,Shizuoka Station,74.1,0.8000,0.6835,0.0632,0.6487,http://commons.wikimedia.org/wiki/Special:FilePath/Kanzanji%20ropeway.JPG,34.7638530,137.6167080,Q11557598,浜名湖パルパル
Q113989180,御深井橋,愛知縣,橋,4.3,58,橋,Nagoya Station,2.6,0.8600,0.3419,0.6594,0.6486,http://commons.wikimedia.org/wiki/Special:FilePath/Meijo%20Park%2020170724-07.jpg,35.1886027,136.8999007,Q113989180,御深井大堀
Q113989691,御深井西橋,愛知縣,橋,4.3,58,橋,Nagoya Station,2.6,0.8600,0.3419,0.6598,0.6486,http://commons.wikimedia.org/wiki/Special:FilePath/Meijo%20Park%2020170724-05.jpg,35.1887791,136.8995507,Q113989691,御深井大堀
Q11410113,廄橋,東京都,橋,4.2,123,橋,Tokyo Station,3.6,0.8400,0.4041,0.5808,0.6486,http://commons.wikimedia.org/wiki/Special:FilePath/Umayabashi%20Bridge%20-%20panoramio.jpg,35.7044444,139.7950000,Q11410113,厩橋
Q6921518,陣馬山,神奈川縣,山,4.4,740,山,Yokohama Station,46.1,0.8800,0.5540,0.0978,0.6486,http://commons.wikimedia.org/wiki/Special:FilePath/View%20from%20Mt.Jinba%2007-4%2001.jpg,35.6522222,139.1666667,Q6921518,陣馬山
Q6452177,立命館大学国際平和ミュージアム,京都府,大學博物館,4.2,237,大學博物館,Kyoto Station,6.0,0.8400,0.4588,0.4525,0.6485,http://commons.wikimedia.org/wiki/Special:FilePath/Ritsumeikan-Univ-Kinugasa-04.jpg,35.0336944,135.7273056,Q6452177,立命館大学国際平和ミュージアム
Q137656274,吉野ヶ里遺跡展示室,佐賀縣,考古博物館,4.2,465,考古博物館,Saga Station,10.6,0.8400,0.5151,0.3207,0.6484,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%90%89%E9%87%8E%E3%83%B6%E9%87%8C%E9%81%BA%E8%B7%A1%E5%B1%95%E7%A4%BA%E5%AE%A4.JPG,33.3243170,130.3855010,Q137656274,吉野ヶ里遺跡展示室
Q11353179,一葉紀念館,東京都,人物紀念館,4.0,411,人物紀念館,Tokyo Station,5.5,0.8000,0.5048,0.4784,0.6484,http://commons.wikimedia.org/wiki/Special:FilePath/Ichiyo%20Memorial%20Museum.JPG,35.7255560,139.7928060,Q11353179,台東区立一葉記念館
Q11257168,熱海城,靜岡縣,天守,3.8,6491,天守,Shizuoka Station,64.1,0.7600,0.7360,0.0724,0.6484,http://commons.wikimedia.org/wiki/Special:FilePath/Atami%20Castle%2020120915.jpg,35.0863889,139.0786111,Q11257168,熱海城
Q11460699,小幡綠地,愛知縣,城市公園,4.0,966,城市公園,Nagoya Station,11.1,0.8000,0.5763,0.3105,0.6483,http://commons.wikimedia.org/wiki/Special:FilePath/Obataryokuchi.jpg,35.2196310,136.9881610,Q11460699,県営小幡緑地 (本園)
Q1920251,美伊娜多美術館,愛知縣,美術館,4.2,603,美術館,Nagoya Station,13.6,0.8400,0.5369,0.2692,0.6483,http://commons.wikimedia.org/wiki/Special:FilePath/Menardartmuseum000.jpg,35.2888990,136.9197800,Q1920251,メナード美術館
